id,term,before_example,after_example,after_ko,after_en,after_ja
a2_0489,"sentirse","Voy a sentirme esta tarde.","Es normal sentirse cansado los lunes.","월요일에 피곤함을 느끼는 건 정상이에요.","It is normal to feel tired on Mondays.","月曜日に疲れを感じるのは普通です。"
a2_0493,"síntomas","Hablo del síntomas con el medico.","La fiebre y la tos son síntomas de gripe.","열과 기침은 독감 증상이에요.","Fever and cough are symptoms of the flu.","熱と咳はインフルエンザの症状です。"
a2_0494,"social","Este resultado es social.","El deporte tiene un valor social importante.","스포츠는 중요한 사회적 가치가 있어요.","Sports have an important social value.","スポーツには重要な社会的価値があります。"
a2_0495,"sociales","Este resultado es sociales.","Uso poco las redes sociales.","SNS는 거의 안 써요.","I use social networks very little.","SNSはあまり使いません。"
a2_0497,"super","Voy a super esta tarde.","Compro fruta en el super del barrio.","동네 슈퍼에서 과일을 사요.","I buy fruit at the neighborhood supermarket.","近所のスーパーで果物を買います。"
a2_0498,"tarta","Uso la tarta en una situacion diaria.","La tarta de cumpleaños es de chocolate.","생일 케이크는 초콜릿 맛이에요.","The birthday cake is chocolate.","誕生日ケーキはチョコレートです。"
a2_0500,"telefónica","Uso la telefónica en una situacion diaria.","Recibo una llamada telefónica del hospital.","병원에서 전화 연락을 받아요.","I receive a telephone call from the hospital.","病院から電話連絡を受けます。"
b1_0001,"antiguo","El resultado es antiguo.","Este reloj antiguo era de mi abuelo.","이 오래된 시계는 할아버지 것이었어요.","This old watch was my grandfather's.","この古い時計は祖父のものでした。"
b1_0002,"artista","Uso la artista en una situacion diaria.","El artista expone en la galería del centro.","그 예술가는 시내 갤러리에서 전시해요.","The artist exhibits at the downtown gallery.","その芸術家は中心街のギャラリーで展示しています。"
b1_0003,"barrio","Camino por la barrio cada manana.","Mi barrio tiene mercado los jueves.","우리 동네는 목요일마다 시장이 서요.","My neighborhood has a market on Thursdays.","私の地区では木曜日に市場が立ちます。"
b1_0004,"carretera","Uso la carretera en una situacion diaria.","La carretera de la costa tiene buenas vistas.","해안 도로는 전망이 좋아요.","The coastal road has good views.","海岸道路は眺めが良いです。"
b1_0005,"cruzar","Voy a cruzar esta tarde.","Hay que cruzar el puente para llegar.","도착하려면 다리를 건너야 해요.","You have to cross the bridge to get there.","着くには橋を渡らなければなりません。"
b1_0006,"fotografía","Uso la fotografia en una situacion diaria.","La fotografía es mi pasión desde niño.","사진은 어릴 때부터 내 열정이에요.","Photography has been my passion since childhood.","写真は子どもの頃からの情熱です。"
b1_0007,"guitarra","Uso la guitarra en una situacion diaria.","Toco la guitarra en un grupo local.","동네 밴드에서 기타를 쳐요.","I play the guitar in a local band.","地元のバンドでギターを弾いています。"
b1_0008,"informática","Uso la informatica en una situacion diaria.","Estudio informática y trabajo con datos.","컴퓨터 공학을 공부하고 데이터를 다뤄요.","I study computing and work with data.","情報工学を学び、データを扱っています。"
b1_0009,"mediana","Uso la mediana en una situacion diaria.","Prefiero una talla mediana en camisetas.","티셔츠는 중간 사이즈를 선호해요.","I prefer a medium size in T-shirts.","Tシャツは中サイズが好みです。"
b1_0010,"necesario","El resultado es necesario.","Es necesario reservar con antelación.","미리 예약하는 것이 필요해요.","It is necessary to book in advance.","事前の予約が必要です。"
b1_0011,"novela","Uso la novela en una situacion diaria.","Leo una novela de misterio.","미스터리 소설을 읽고 있어요.","I am reading a mystery novel.","ミステリー小説を読んでいます。"
b1_0012,"quizá","Uso la quiza en una situacion diaria.","quizá llueva esta tarde.","오늘 오후에 아마 비가 올 거예요.","Maybe it will rain this afternoon.","今日の午後はたぶん雨が降るでしょう。"
b1_0013,"regular","Voy a regular esta tarde.","El hotel no es malo, es regular.","그 호텔은 나쁘진 않고 그저 그래요.","The hotel is not bad, it is so-so.","そのホテルは悪くはなく、まあまあです。"
b1_0014,"tecnología","Uso la tecnología en una situacion diaria.","La tecnología cambia nuestra forma de estudiar.","기술은 우리의 공부 방식을 바꿔요.","Technology changes the way we study.","テクノロジーは私たちの学び方を変えます。"
b1_0015,"aburrido","Uso el aburrido en una situacion diaria.","El documental es largo y aburrido.","그 다큐멘터리는 길고 지루해요.","The documentary is long and boring.","そのドキュメンタリーは長くて退屈です。"
b1_0016,"actor","Uso el actor en una situacion diaria.","El actor principal es argentino.","주연 배우는 아르헨티나 사람이에요.","The main actor is Argentine.","主演俳優はアルゼンチン人です。"
b1_0017,"actriz","Uso el actriz en una situacion diaria.","La actriz gana un premio importante.","그 여배우가 중요한 상을 받아요.","The actress wins an important award.","その女優は重要な賞を受賞します。"
b1_0018,"aparcamiento","Uso el aparcamiento en una situacion diaria.","El hotel tiene aparcamiento gratuito.","호텔에 무료 주차장이 있어요.","The hotel has free parking.","ホテルには無料駐車場があります。"
b1_0019,"cheque","Uso el cheque en una situacion diaria.","Pago el alquiler con un cheque.","임대료를 수표로 지불해요.","I pay the rent with a check.","家賃を小切手で払います。"
b1_0020,"cuento","Uso el cuento en una situacion diaria.","Leo un cuento a mi hija cada noche.","매일 밤 딸에게 이야기를 읽어 줘요.","I read a story to my daughter every night.","毎晩娘にお話を読んであげます。"
b1_0021,"empleado","Uso el empleado en una situacion diaria.","El empleado nuevo aprende rápido.","신입 직원이 빨리 배워요.","The new employee learns fast.","新しい従業員は覚えが早いです。"
b1_0022,"fuerte","Uso el fuerte en una situacion diaria.","El café de aquí es muy fuerte.","여기 커피는 아주 진해요.","The coffee here is very strong.","ここのコーヒーはとても濃いです。"
b1_0023,"gobierno","Uso el gobierno en una situacion diaria.","El gobierno anuncia nuevas medidas.","정부가 새로운 조치를 발표해요.","The government announces new measures.","政府が新しい対策を発表します。"
b1_0024,"igual","Uso el igual en una situacion diaria.","Tu mochila es igual que la mía.","네 배낭은 내 것과 같아.","Your backpack is the same as mine.","あなたのリュックは私のと同じです。"
b1_0025,"lejos","Uso el lejos en una situacion diaria.","La universidad está lejos de mi casa.","대학은 우리 집에서 멀어요.","The university is far from my house.","大学は家から遠いです。"
b1_0026,"moderno","Uso el moderno en una situacion diaria.","El edificio moderno tiene paredes de cristal.","그 현대식 건물은 유리 벽이에요.","The modern building has glass walls.","そのモダンなビルはガラスの壁です。"
b1_0027,"mucho","Uso el mucho en una situacion diaria.","Este verano trabajo mucho.","이번 여름에는 일을 많이 해요.","This summer I work a lot.","この夏はたくさん働きます。"
b1_0028,"normal","Uso el normal en una situacion diaria.","Es normal tener dudas al principio.","처음에 의문이 드는 건 정상이에요.","It is normal to have doubts at the beginning.","最初は不安があって当然です。"
b1_0029,"normalmente","Uso el normalmente en una situacion diaria.","Normalmente ceno a las nueve.","보통 9시에 저녁을 먹어요.","I normally have dinner at nine.","普段は9時に夕食をとります。"
b1_0030,"parecido","Uso el parecido en una situacion diaria.","Tu coche es muy parecido al mío.","네 차는 내 차와 아주 비슷해.","Your car is very similar to mine.","あなたの車は私のとよく似ています。"
b1_0031,"piano","Uso el piano en una situacion diaria.","Mi hermana toca el piano desde los cinco años.","누나는 다섯 살 때부터 피아노를 쳐요.","My sister has played the piano since she was five.","姉は5歳からピアノを弾いています。"
b1_0032,"piel","Uso el piel en una situacion diaria.","El sol fuerte daña la piel.","강한 햇빛은 피부에 해로워요.","Strong sun damages the skin.","強い日差しは肌を傷めます。"
b1_0033,"probable","Uso el probable en una situacion diaria.","Es probable que llegue tarde hoy.","오늘은 늦을 가능성이 있어요.","It is likely that I will arrive late today.","今日は遅れる可能性があります。"
b1_0034,"región","Uso el región en una situacion diaria.","Esta región produce mucho aceite de oliva.","이 지역은 올리브유를 많이 생산해요.","This region produces a lot of olive oil.","この地方はオリーブオイルをたくさん生産しています。"
b1_0035,"religión","Uso el religión en una situacion diaria.","Respetamos cada religión en esta escuela.","이 학교에서는 모든 종교를 존중해요.","We respect every religion in this school.","この学校ではあらゆる宗教を尊重します。"
b1_0036,"útil","Uso el util en una situacion diaria.","Este diccionario es muy útil para el examen.","이 사전은 시험에 아주 유용해요.","This dictionary is very useful for the exam.","この辞書は試験にとても役立ちます。"
b1_0037,"abrazar","Voy a abrazar esta tarde.","Quiero abrazar a mi madre al llegar.","도착하면 엄마를 안아 주고 싶어요.","I want to hug my mother when I arrive.","着いたら母を抱きしめたいです。"
b1_0038,"aburrirse","Voy a aburrirme esta tarde.","Es fácil aburrirse en una reunión larga.","긴 회의에서는 지루해지기 쉬워요.","It is easy to get bored in a long meeting.","長い会議では退屈しがちです。"
b1_0039,"acariciar","Voy a acariciar esta tarde.","Me gusta acariciar al gato en el sofá.","소파에서 고양이를 쓰다듬는 걸 좋아해요.","I like stroking the cat on the sofa.","ソファで猫をなでるのが好きです。"
b1_0040,"accionista","Uso la accionista en una situacion diaria.","El accionista principal vende sus acciones.","대주주가 주식을 팔아요.","The main shareholder sells his shares.","筆頭株主が株を売却します。"
b1_0041,"aceptar","Voy a aceptar esta tarde.","Decido aceptar la oferta de trabajo.","일자리 제안을 받아들이기로 해요.","I decide to accept the job offer.","仕事のオファーを受けることにします。"
b1_0042,"acompañar","Voy a acompanar esta tarde.","Te puedo acompañar hasta la estación.","역까지 같이 가 줄 수 있어요.","I can accompany you to the station.","駅まで一緒に行けますよ。"
b1_0043,"aconsejar","Voy a aconsejar esta tarde.","Te voy a aconsejar sobre el viaje.","여행에 대해 조언해 줄게요.","I am going to advise you about the trip.","旅行についてアドバイスします。"
b1_0044,"acordarse","Voy a acordarme esta tarde.","Es difícil acordarse de tantas fechas.","그렇게 많은 날짜를 기억하기는 어려워요.","It is hard to remember so many dates.","そんなに多くの日付を覚えるのは難しいです。"
b1_0045,"actuar","Voy a actuar esta tarde.","Hay que actuar rápido en una emergencia.","비상시에는 빠르게 행동해야 해요.","You have to act fast in an emergency.","緊急時には素早く行動しなければなりません。"
b1_0046,"admitir","Voy a admitir esta tarde.","Debo admitir que tienes razón.","네 말이 맞다는 걸 인정해야겠어.","I must admit that you are right.","あなたが正しいと認めざるを得ません。"
b1_0047,"adolescencia","Uso la adolescencia en una situacion diaria.","La adolescencia es una etapa de cambios.","청소년기는 변화의 시기예요.","Adolescence is a stage of changes.","思春期は変化の時期です。"
b1_0049,"adoptar","Voy a adoptar esta tarde.","La familia decide adoptar un gato.","그 가족은 고양이를 입양하기로 해요.","The family decides to adopt a cat.","その家族は猫を引き取ることにします。"
b1_0050,"adoptiva","Uso la adoptiva en una situacion diaria.","Su familia adoptiva vive en Bilbao.","그의 입양 가족은 빌바오에 살아요.","His adoptive family lives in Bilbao.","彼の養家はビルバオに住んでいます。"
b1_0051,"adorar","Voy a adorar esta tarde.","Los fans van a adorar el nuevo disco.","팬들이 새 앨범을 아주 좋아할 거예요.","The fans are going to adore the new album.","ファンは新しいアルバムを気に入るでしょう。"
b1_0052,"aduana","Uso la aduana en una situacion diaria.","Pasamos por la aduana del aeropuerto.","공항 세관을 통과해요.","We go through airport customs.","空港の税関を通ります。"
b1_0053,"advertir","Voy a advertir esta tarde.","Te debo advertir del tráfico en el centro.","시내 교통 상황을 미리 알려 줄게요.","I must warn you about the traffic downtown.","中心街の渋滞について警告しておきます。"
b1_0054,"afectar","Voy a afectar esta tarde.","La lluvia puede afectar al partido.","비가 경기에 영향을 줄 수 있어요.","The rain can affect the match.","雨は試合に影響するかもしれません。"
b1_0055,"agacharse","Voy a agacharme esta tarde.","Hay que agacharse para pasar por aquí.","여기를 지나가려면 몸을 숙여야 해요.","You have to crouch to pass through here.","ここを通るにはかがまなければなりません。"
b1_0056,"agotarse","Voy a agotarme esta tarde.","Las entradas van a agotarse pronto.","입장권이 곧 다 팔릴 거예요.","The tickets are going to run out soon.","チケットはすぐ売り切れそうです。"
b1_0057,"agradecer","Voy a agradecer esta tarde.","Quiero agradecer tu ayuda de ayer.","어제 도와준 것에 감사하고 싶어.","I want to thank you for your help yesterday.","昨日の助けに感謝したいです。"
b1_0058,"aguantar","Voy a aguantar esta tarde.","No puedo aguantar este calor.","이 더위를 견딜 수가 없어요.","I cannot endure this heat.","この暑さには耐えられません。"
b1_0059,"alcanzar","Voy a alcanzar esta tarde.","Quiero alcanzar mi meta este año.","올해 내 목표에 도달하고 싶어요.","I want to reach my goal this year.","今年、目標を達成したいです。"
b1_0060,"alegrarse","Voy a alegrarme esta tarde.","Es natural alegrarse por un amigo.","친구 일로 기뻐하는 건 자연스러워요.","It is natural to rejoice for a friend.","友達のことを喜ぶのは自然なことです。"
b1_0061,"alegría","Uso la alegría en una situacion diaria.","La alegría de los niños es contagiosa.","아이들의 기쁨은 전염돼요.","The joy of children is contagious.","子どもたちの喜びは伝染します。"
b1_0062,"alfombra","Uso la alfombra en una situacion diaria.","La alfombra del salón es persa.","거실 카펫은 페르시아산이에요.","The living room carpet is Persian.","リビングのカーペットはペルシャ製です。"
b1_0063,"alianza","Uso la alianza en una situacion diaria.","Los dos países firman una alianza.","두 나라가 동맹을 맺어요.","The two countries sign an alliance.","両国は同盟を結びます。"
b1_0064,"almohada","Uso la almohada en una situacion diaria.","Duermo con una almohada muy blanda.","아주 푹신한 베개를 베고 자요.","I sleep with a very soft pillow.","とても柔らかい枕で寝ています。"
b1_0065,"altura","Uso la altura en una situacion diaria.","La altura de la torre es de cien metros.","그 탑의 높이는 100미터예요.","The height of the tower is one hundred meters.","塔の高さは100メートルです。"
b1_0066,"alzarse","Voy a alzarme esta tarde.","La torre va a alzarse en el centro.","그 탑은 도심에 세워질 거예요.","The tower is going to rise in the center.","その塔は中心部にそびえ立つ予定です。"
b1_0067,"amar","Voy a amar esta tarde.","Amar es más fácil que perdonar.","사랑하는 것이 용서하는 것보다 쉬워요.","Loving is easier than forgiving.","愛することは許すことより簡単です。"
b1_0068,"analógico","Este resultado es analógico.","Mi padre prefiere el reloj analógico.","아버지는 아날로그 시계를 선호하세요.","My father prefers the analog watch.","父はアナログ時計を好みます。"
b1_0069,"angustia","Uso la angustia en una situacion diaria.","Siento angustia antes de los exámenes.","시험 전에는 마음이 괴로워요.","I feel anguish before exams.","試験の前は不安で苦しくなります。"
b1_0070,"anunciar","Voy a anunciar esta tarde.","La empresa va a anunciar los resultados.","회사가 실적을 발표할 거예요.","The company is going to announce the results.","会社は業績を発表する予定です。"
b1_0071,"aparecer","Voy a aparecer esta tarde.","El sol vuelve a aparecer tras la tormenta.","폭풍 후에 해가 다시 나타나요.","The sun appears again after the storm.","嵐の後、太陽がまた現れます。"
b1_0073,"aplaudir","Voy a aplaudir esta tarde.","El público empieza a aplaudir de pie.","관객들이 일어나서 박수 치기 시작해요.","The audience starts clapping while standing.","観客は立ち上がって拍手し始めます。"
b1_0074,"apoyar","Voy a apoyar esta tarde.","Mis padres siempre me van a apoyar.","부모님은 항상 나를 지지해 주실 거예요.","My parents are always going to support me.","両親はいつも私を支えてくれます。"
b1_0075,"aprovechar","Voy a aprovechar esta tarde.","Quiero aprovechar las vacaciones para leer.","휴가를 독서에 활용하고 싶어요.","I want to take advantage of the vacation to read.","休暇を読書に活用したいです。"
b1_0076,"arañar","Voy a arañar esta tarde.","El gato me va a arañar si lo molesto.","고양이를 귀찮게 하면 나를 할퀼 거예요.","The cat is going to scratch me if I bother it.","猫は邪魔をするとひっかいてきます。"
b1_0077,"arreglar","Voy a arreglar esta tarde.","Tengo que arreglar la bici este finde.","이번 주말에 자전거를 고쳐야 해요.","I have to fix the bike this weekend.","今週末、自転車を直さなければなりません。"
b1_0078,"arrepentirse","Voy a arrepentirme esta tarde.","Es tarde para arrepentirse ahora.","지금 후회하기엔 늦었어요.","It is too late to regret it now.","今さら後悔しても遅いです。"
b1_0079,"arrogancia","Uso la arrogancia en una situacion diaria.","Su arrogancia molesta a los compañeros.","그의 오만함이 동료들을 불편하게 해요.","His arrogance bothers his colleagues.","彼の傲慢さは同僚を不快にさせます。"
b1_0080,"arruga","Uso la arruga en una situacion diaria.","La camisa tiene una arruga en la manga.","셔츠 소매에 주름이 있어요.","The shirt has a wrinkle on the sleeve.","シャツの袖にしわがあります。"
b1_0081,"arteria","Uso la arteria en una situacion diaria.","La arteria lleva la sangre del corazón.","동맥은 심장에서 피를 운반해요.","The artery carries blood from the heart.","動脈は心臓から血液を運びます。"
b1_0082,"asistir","Voy a asistir esta tarde.","Voy a asistir a la conferencia mañana.","내일 회의에 참석할 거예요.","I am going to attend the conference tomorrow.","明日、会議に出席します。"
b1_0083,"aspiradora","Uso la aspiradora en una situacion diaria.","Paso la aspiradora los domingos.","일요일마다 청소기를 돌려요.","I vacuum on Sundays.","日曜日に掃除機をかけます。"
b1_0084,"asustarse","Voy a asustarme esta tarde.","Es normal asustarse con ese ruido.","그런 소리에 겁먹는 건 당연해요.","It is normal to get scared by that noise.","あの音に驚くのは当然です。"
b1_0085,"atravesar","Voy a atravesar esta tarde.","Vamos a atravesar el parque a pie.","우리는 걸어서 공원을 가로질러 갈 거예요.","We are going to go through the park on foot.","歩いて公園を通り抜けます。"
b1_0086,"aumentar","Voy a aumentar esta tarde.","Los precios van a aumentar en enero.","1월에 물가가 오를 거예요.","Prices are going to increase in January.","1月に物価が上がる見込みです。"
b1_0087,"autopista","Uso la autopista en una situacion diaria.","La autopista está cerrada por obras.","고속도로가 공사로 폐쇄됐어요.","The highway is closed due to construction.","高速道路は工事で閉鎖されています。"
b1_0088,"avanzar","Voy a avanzar esta tarde.","El proyecto empieza a avanzar bien.","프로젝트가 순조롭게 진행되기 시작해요.","The project starts to advance well.","プロジェクトは順調に進み始めています。"
b1_0089,"aventura","Uso la aventura en una situacion diaria.","El viaje a la selva es una aventura.","정글 여행은 모험이에요.","The trip to the jungle is an adventure.","ジャングルへの旅は冒険です。"
b1_0090,"avergonzarse","Voy a avergonzarme esta tarde.","No hay que avergonzarse de pedir ayuda.","도움을 청하는 걸 부끄러워할 필요 없어요.","There is no need to be ashamed of asking for help.","助けを求めるのを恥じる必要はありません。"
b1_0092,"avisar","Voy a avisar esta tarde.","Te voy a avisar cuando llegue el paquete.","소포가 오면 알려 줄게요.","I will let you know when the package arrives.","荷物が届いたら知らせます。"
b1_0093,"baja","Uso la baja en una situacion diaria.","Mi compañera está de baja esta semana.","동료가 이번 주 병가 중이에요.","My colleague is on sick leave this week.","同僚は今週病欠しています。"
b1_0094,"barbilla","Uso la barbilla en una situacion diaria.","El boxeador recibe un golpe en la barbilla.","권투 선수가 턱에 펀치를 맞아요.","The boxer takes a hit on the chin.","ボクサーはあごにパンチを受けます。"
b1_0095,"barriga","Uso la barriga en una situacion diaria.","Al bebé le duele la barriga.","아기가 배가 아파요.","The baby's belly hurts.","赤ちゃんはお腹が痛いです。"
b1_0097,"beca","Uso la beca en una situacion diaria.","Mi hija estudia con una beca completa.","딸은 전액 장학금으로 공부해요.","My daughter studies with a full scholarship.","娘は全額奨学金で勉強しています。"
b1_0098,"besar","Voy a besar esta tarde.","La madre quiere besar al bebé.","엄마가 아기에게 뽀뽀하고 싶어 해요.","The mother wants to kiss the baby.","母親は赤ちゃんにキスしたがっています。"
b1_0099,"bostezar","Voy a bostezar esta tarde.","Empiezo a bostezar en la reunión.","회의 중에 하품이 나기 시작해요.","I start to yawn in the meeting.","会議中にあくびが出始めます。"
b1_0100,"buenos","El resultado es buenos.","Tengo muy buenos recuerdos de ese viaje.","그 여행의 아주 좋은 추억이 있어요.","I have very good memories of that trip.","その旅のとても良い思い出があります。"
b1_0101,"burocracia","Uso la burocracia en una situacion diaria.","La burocracia retrasa el proyecto.","관료제가 프로젝트를 지연시켜요.","Bureaucracy delays the project.","官僚主義がプロジェクトを遅らせます。"
b1_0102,"cabra","Uso la cabra en una situacion diaria.","La cabra sube por las rocas.","염소가 바위를 타고 올라가요.","The goat climbs up the rocks.","ヤギが岩を登っていきます。"
b1_0103,"cadáver","Voy a cadáver esta tarde.","La policía encuentra un cadáver en el río.","경찰이 강에서 시체를 발견해요.","The police find a corpse in the river.","警察は川で遺体を発見します。"
b1_0104,"cadena","Uso la cadena en una situacion diaria.","La puerta tiene una cadena de seguridad.","문에 안전 체인이 달려 있어요.","The door has a security chain.","ドアには防犯チェーンが付いています。"
b1_0105,"caer","Voy a caer esta tarde.","Las hojas empiezan a caer en octubre.","10월에 나뭇잎이 떨어지기 시작해요.","The leaves start to fall in October.","10月に葉が落ち始めます。"
b1_0108,"cansarse","Voy a cansarme esta tarde.","Es fácil cansarse con este calor.","이런 더위에는 쉽게 피곤해져요.","It is easy to get tired in this heat.","この暑さでは疲れやすいです。"
b1_0109,"carpeta","Uso la carpeta en una situacion diaria.","Guardo los informes en una carpeta azul.","보고서들을 파란 폴더에 보관해요.","I keep the reports in a blue folder.","レポートを青いフォルダーに保管しています。"
b1_0110,"causa","Uso la causa en una situacion diaria.","La causa del retraso es la niebla.","지연의 원인은 안개예요.","The cause of the delay is the fog.","遅延の原因は霧です。"
b1_0111,"ceja","Uso la ceja en una situacion diaria.","Se pinta la ceja frente al espejo.","거울 앞에서 눈썹을 그려요.","She draws her eyebrow in front of the mirror.","鏡の前で眉を描きます。"
b1_0112,"cerradura","Uso la cerradura en una situacion diaria.","La cerradura de la puerta está rota.","문 자물쇠가 고장 났어요.","The door lock is broken.","ドアの錠が壊れています。"
b1_0113,"cesárea","Uso la cesárea en una situacion diaria.","La cesárea es una operación común.","제왕절개는 흔한 수술이에요.","The cesarean section is a common operation.","帝王切開は一般的な手術です。"
b1_0114,"cesta","Uso la cesta en una situacion diaria.","Llevo la fruta en una cesta.","과일을 바구니에 담아 가요.","I carry the fruit in a basket.","果物をかごに入れて運びます。"
b1_0115,"cintura","Uso la cintura en una situacion diaria.","Esta falda me queda ancha de cintura.","이 스커트는 허리가 커요.","This skirt is loose on my waist.","このスカートはウエストがゆるいです。"
b1_0116,"ciudadano","Camino por la ciudadano cada manana.","Cada ciudadano tiene derecho a votar.","모든 시민은 투표할 권리가 있어요.","Every citizen has the right to vote.","すべての市民に投票する権利があります。"
b1_0119,"cobardía","Uso la cobardía en una situacion diaria.","Huir del problema es una cobardía.","문제에서 도망치는 건 비겁한 일이에요.","Running from the problem is cowardice.","問題から逃げるのは卑怯です。"
b1_0120,"colaborar","Voy a colaborar esta tarde.","Las dos escuelas van a colaborar en el proyecto.","두 학교가 프로젝트에서 협력할 거예요.","The two schools are going to collaborate on the project.","2つの学校がプロジェクトで協力します。"
b1_0121,"colega","Conozco a una colega del barrio.","Como con un colega de la oficina.","사무실 동료와 점심을 먹어요.","I have lunch with a colleague from the office.","職場の同僚と昼食をとります。"
b1_0122,"collar","Voy a collar esta tarde.","El collar de perlas era de mi abuela.","그 진주 목걸이는 할머니 것이었어요.","The pearl necklace was my grandmother's.","その真珠のネックレスは祖母のものでした。"
b1_0123,"columna","Uso la columna en una situacion diaria.","El templo tiene una columna de mármol.","그 신전에는 대리석 기둥이 있어요.","The temple has a marble column.","その神殿には大理石の柱があります。"
b1_0124,"comentar","Voy a comentar esta tarde.","Quiero comentar una idea en la reunión.","회의에서 아이디어 하나를 언급하고 싶어요.","I want to comment on an idea at the meeting.","会議である案について話したいです。"
b1_0125,"compañía","Tomo compañía en el desayuno.","La compañía abre una oficina en Lima.","그 회사는 리마에 사무실을 열어요.","The company opens an office in Lima.","その会社はリマに事務所を開きます。"
b1_0126,"comprobar","Voy a comprobar esta tarde.","Voy a comprobar la hora del vuelo.","비행기 시간을 확인할 거예요.","I am going to check the flight time.","フライトの時間を確認します。"
b1_0127,"comunicar","Voy a comunicar esta tarde.","Es importante comunicar los cambios al equipo.","변경 사항을 팀에 알리는 것이 중요해요.","It is important to communicate changes to the team.","変更をチームに伝えることが重要です。"
b1_0128,"confiar","Voy a confiar esta tarde.","Puedes confiar en tu médico.","의사를 신뢰해도 돼요.","You can trust your doctor.","医者を信頼していいですよ。"
b1_0129,"consecuencia","Uso la consecuencia en una situacion diaria.","El retraso es consecuencia de la lluvia.","지연은 비의 결과예요.","The delay is a consequence of the rain.","遅れは雨の結果です。"
b1_0130,"conseguir","Voy a conseguir esta tarde.","Quiero conseguir el certificado B1.","B1 자격증을 얻고 싶어요.","I want to get the B1 certificate.","B1の証明書を取りたいです。"
b1_0131,"conservar","Voy a conservar esta tarde.","Hay que conservar el pescado en frío.","생선은 차게 보관해야 해요.","You must keep the fish cold.","魚は冷やして保存しなければなりません。"
b1_0132,"considerar","Voy a considerar esta tarde.","Debes considerar todas las opciones.","모든 선택지를 고려해야 해요.","You should consider all the options.","すべての選択肢を考慮すべきです。"
b1_0133,"constancia","Uso la constancia en una situacion diaria.","Con constancia puedes aprender cualquier idioma.","끈기가 있으면 어떤 언어든 배울 수 있어요.","With perseverance you can learn any language.","根気があればどんな言語でも学べます。"
b1_0134,"construir","Voy a construir esta tarde.","Van a construir un puente nuevo.","새 다리를 건설할 거예요.","They are going to build a new bridge.","新しい橋を建設する予定です。"
b1_0135,"continuar","Voy a continuar esta tarde.","Decido continuar con el curso de B1.","B1 과정을 계속하기로 해요.","I decide to continue with the B1 course.","B1コースを続けることにします。"
b1_0136,"contratar","Voy a contratar esta tarde.","La empresa va a contratar a diez personas.","회사가 열 명을 고용할 거예요.","The company is going to hire ten people.","会社は10人を雇う予定です。"
b1_0137,"convencer","Voy a convencer esta tarde.","No me puedes convencer con ese argumento.","그 논리로는 나를 설득할 수 없어.","You cannot convince me with that argument.","その理屈では私を説得できません。"
b1_0138,"convivencia","Uso la convivencia en una situacion diaria.","La convivencia entre vecinos es buena aquí.","여기는 이웃 간의 공존이 잘 이루어져요.","The coexistence between neighbors is good here.","ここでは隣人同士の共生がうまくいっています。"
b1_0139,"convivir","Voy a convivir esta tarde.","Aprendo a convivir con mis compañeros de piso.","룸메이트들과 함께 사는 법을 배워요.","I learn to live together with my roommates.","ルームメイトとの共同生活を学んでいます。"
b1_0140,"copiar","Voy a copiar esta tarde.","No debes copiar en el examen.","시험에서 베끼면 안 돼요.","You must not copy on the exam.","試験でカンニングしてはいけません。"
b1_0141,"corregir","Voy a corregir esta tarde.","La profesora va a corregir los exámenes.","선생님이 시험지를 채점할 거예요.","The teacher is going to correct the exams.","先生が試験を採点します。"
b1_0142,"cortar","Voy a cortar esta tarde.","Voy a cortar el pan para la cena.","저녁 식사용 빵을 자를 거예요.","I am going to cut the bread for dinner.","夕食用のパンを切ります。"
b1_0143,"cortina","Uso la cortina en una situacion diaria.","La cortina del salón es blanca.","거실 커튼은 흰색이에요.","The living room curtain is white.","リビングのカーテンは白です。"
b1_0144,"costilla","Uso la costilla en una situacion diaria.","El médico revisa la costilla rota.","의사가 부러진 갈비뼈를 살펴봐요.","The doctor examines the broken rib.","医者が折れた肋骨を診察します。"
b1_0145,"crear","Voy a crear esta tarde.","Quiero crear una página para mi negocio.","내 사업용 페이지를 만들고 싶어요.","I want to create a page for my business.","自分のビジネス用のページを作りたいです。"
b1_0146,"cuchara","Uso la cuchara en una situacion diaria.","Tomo la sopa con cuchara.","숟가락으로 수프를 먹어요.","I eat the soup with a spoon.","スプーンでスープを飲みます。"
b1_0149,"cuidar","Voy a cuidar esta tarde.","Los abuelos van a cuidar al niño hoy.","오늘은 조부모님이 아이를 돌보실 거예요.","The grandparents are going to take care of the child today.","今日は祖父母が子どもの面倒を見ます。"
b1_0151,"cumplir","Voy a cumplir esta tarde.","Debes cumplir tu promesa.","약속을 지켜야 해요.","You must fulfill your promise.","約束を守らなければなりません。"
b1_0159,"demostrar","Voy a demostrar esta tarde.","Quiero demostrar que puedo hacerlo.","내가 할 수 있다는 걸 증명하고 싶어요.","I want to prove that I can do it.","自分にできると証明したいです。"
b1_0160,"depender","Voy a depender esta tarde.","El plan va a depender del tiempo.","계획은 날씨에 달려 있을 거예요.","The plan is going to depend on the weather.","計画は天気次第です。"
b1_0162,"deprimirse","Voy a deprimirme esta tarde.","No es bueno deprimirse por una nota.","성적 하나로 우울해하는 건 좋지 않아요.","It is not good to get depressed over one grade.","成績一つで落ち込むのは良くありません。"
